run,name, generation, min, mean, max, time ,
1,d493,1,1.65428e+06,1.65461e+06,1.65515e+06,0
1,d493,101,1.65406e+06,1.65415e+06,1.65435e+06,0
1,d493,201,1.65406e+06,1.65415e+06,1.65444e+06,0
1,d493,301,1.65406e+06,1.65414e+06,1.65441e+06,1
1,d493,401,1.65406e+06,1.65412e+06,1.65441e+06,1
1,d493,501,1.65406e+06,1.65416e+06,1.65441e+06,1
1,d493,601,1.65406e+06,1.65412e+06,1.65435e+06,1
1,d493,701,1.65406e+06,1.6541e+06,1.6543e+06,1
1,d493,801,1.65406e+06,1.65415e+06,1.65441e+06,2
1,d493,901,1.65406e+06,1.65412e+06,1.65435e+06,2
1,d493,1001,1.65406e+06,1.65414e+06,1.65441e+06,2
1,d493,1101,1.65406e+06,1.65415e+06,1.65444e+06,2
1,d493,1201,1.65406e+06,1.65412e+06,1.65435e+06,2
1,d493,1301,1.65406e+06,1.65415e+06,1.65444e+06,2
1,d493,1401,1.65406e+06,1.65415e+06,1.65444e+06,3
1,d493,1501,1.65406e+06,1.65412e+06,1.65441e+06,3
1,d493,1601,1.65406e+06,1.65412e+06,1.65444e+06,3
1,d493,1701,1.65406e+06,1.65416e+06,1.65461e+06,3
1,d493,1801,1.65406e+06,1.65413e+06,1.65441e+06,3
1,d493,1901,1.65406e+06,1.65411e+06,1.65441e+06,3
1,d493,2001,1.65406e+06,1.65413e+06,1.65435e+06,4
1,d493,2101,1.65406e+06,1.65413e+06,1.65441e+06,4
1,d493,2201,1.65406e+06,1.65414e+06,1.65444e+06,4
1,d493,2301,1.65406e+06,1.65413e+06,1.65441e+06,4
1,d493,2401,1.65406e+06,1.65414e+06,1.65441e+06,4
1,d493,2501,1.65406e+06,1.65414e+06,1.65441e+06,5
1,d493,2601,1.65406e+06,1.65414e+06,1.65435e+06,5
1,d493,2701,1.65406e+06,1.65413e+06,1.65441e+06,5
1,d493,2801,1.65406e+06,1.65414e+06,1.65441e+06,5
1,d493,2901,1.65406e+06,1.65413e+06,1.65435e+06,5
1,d493,3001,1.65406e+06,1.65413e+06,1.65441e+06,5
1,d493,3101,1.65406e+06,1.65412e+06,1.65441e+06,6
1,d493,3201,1.65406e+06,1.65412e+06,1.65441e+06,6
1,d493,3301,1.65406e+06,1.65414e+06,1.65441e+06,6
1,d493,3401,1.65406e+06,1.65413e+06,1.65441e+06,6
1,d493,3501,1.65406e+06,1.65413e+06,1.65441e+06,6
1,d493,3601,1.65406e+06,1.65415e+06,1.65441e+06,6
1,d493,3701,1.65406e+06,1.65413e+06,1.65441e+06,7
1,d493,3801,1.65406e+06,1.65414e+06,1.65444e+06,7
1,d493,3901,1.65406e+06,1.65413e+06,1.65441e+06,7
1,d493,4001,1.65406e+06,1.65412e+06,1.65441e+06,7
1,d493,4101,1.65406e+06,1.65416e+06,1.65444e+06,7
1,d493,4201,1.65406e+06,1.65414e+06,1.65444e+06,7
1,d493,4301,1.65406e+06,1.65414e+06,1.65441e+06,8
1,d493,4401,1.65406e+06,1.65411e+06,1.65435e+06,8
1,d493,4501,1.65406e+06,1.65417e+06,1.65441e+06,8
1,d493,4601,1.65406e+06,1.65412e+06,1.65441e+06,8
1,d493,4701,1.65406e+06,1.65414e+06,1.65435e+06,8
1,d493,4801,1.65406e+06,1.65413e+06,1.65444e+06,8
1,d493,4901,1.65406e+06,1.65414e+06,1.65444e+06,9
1,d493,5001,1.65406e+06,1.65413e+06,1.65435e+06,9
1,d493,5101,1.65406e+06,1.65412e+06,1.65435e+06,9
1,d493,5201,1.65406e+06,1.65413e+06,1.65441e+06,9
1,d493,5301,1.65406e+06,1.65413e+06,1.65435e+06,9
1,d493,5401,1.65406e+06,1.65415e+06,1.65441e+06,9
1,d493,5501,1.65406e+06,1.65414e+06,1.65441e+06,10
1,d493,5601,1.65406e+06,1.65415e+06,1.65441e+06,10
1,d493,5701,1.65406e+06,1.65414e+06,1.65441e+06,10
1,d493,5801,1.65406e+06,1.65413e+06,1.65444e+06,10
1,d493,5901,1.65406e+06,1.65415e+06,1.65444e+06,10
1,d493,6001,1.65406e+06,1.65414e+06,1.65441e+06,10
1,d493,6101,1.65406e+06,1.65413e+06,1.65441e+06,11
1,d493,6201,1.65406e+06,1.65414e+06,1.65441e+06,11
1,d493,6301,1.65406e+06,1.65414e+06,1.65441e+06,11
1,d493,6401,1.65406e+06,1.65416e+06,1.65444e+06,11
1,d493,6501,1.65406e+06,1.65412e+06,1.65435e+06,11
1,d493,6601,1.65406e+06,1.65412e+06,1.65435e+06,11
1,d493,6701,1.65406e+06,1.65414e+06,1.65444e+06,12
1,d493,6801,1.65406e+06,1.65412e+06,1.65435e+06,12
1,d493,6901,1.65406e+06,1.65416e+06,1.65441e+06,12
1,d493,7001,1.65406e+06,1.65413e+06,1.65441e+06,12
1,d493,7101,1.65406e+06,1.65413e+06,1.65441e+06,12
1,d493,7201,1.65406e+06,1.65412e+06,1.65441e+06,12
1,d493,7301,1.65406e+06,1.65412e+06,1.65441e+06,13
1,d493,7401,1.65406e+06,1.65415e+06,1.65441e+06,13
1,d493,7501,1.65406e+06,1.65413e+06,1.65441e+06,13
1,d493,7601,1.65406e+06,1.65411e+06,1.65441e+06,13
1,d493,7701,1.65406e+06,1.65415e+06,1.65441e+06,13
1,d493,7801,1.65406e+06,1.65412e+06,1.65441e+06,14
1,d493,7901,1.65406e+06,1.65415e+06,1.65444e+06,14
1,d493,8001,1.65406e+06,1.65415e+06,1.65441e+06,14
1,d493,8101,1.65406e+06,1.65412e+06,1.65441e+06,14
1,d493,8201,1.65406e+06,1.65413e+06,1.65441e+06,14
1,d493,8301,1.65406e+06,1.65414e+06,1.65441e+06,14
1,d493,8401,1.65406e+06,1.65413e+06,1.65441e+06,15
1,d493,8501,1.65406e+06,1.65414e+06,1.65441e+06,15
1,d493,8601,1.65406e+06,1.65412e+06,1.65435e+06,15
1,d493,8701,1.65406e+06,1.65411e+06,1.65435e+06,15
1,d493,8801,1.65406e+06,1.65416e+06,1.65441e+06,15
1,d493,8901,1.65406e+06,1.65416e+06,1.65444e+06,15
1,d493,9001,1.65406e+06,1.65411e+06,1.65435e+06,16
1,d493,9101,1.65406e+06,1.65414e+06,1.65461e+06,16
1,d493,9201,1.65406e+06,1.65412e+06,1.65435e+06,16
1,d493,9301,1.65406e+06,1.65415e+06,1.65441e+06,16
1,d493,9401,1.65406e+06,1.65413e+06,1.65441e+06,16
